id,x,y,color
65,32.2,25.308,blue
65,34.9,26.615,yellow
66,32.038,25.599,blue
66,34.577,27.198,yellow
67,31.845,25.871,blue
67,34.191,27.741,yellow
68,31.624,26.119,blue
68,33.747,28.238,yellow
69,31.376,26.341,blue
69,33.251,28.683,yellow
70,31.104,26.535,blue
70,32.709,29.07,yellow
71,30.813,26.697,blue
71,32.127,29.394,yellow
72,30.506,26.826,blue
72,31.512,29.652,yellow
73,30.187,26.92,blue
73,30.873,29.841,yellow
74,29.859,26.978,blue
74,30.217,29.957,yellow
75,29.526,27.0,blue
75,29.552,30.0,yellow
76,29.039,27.0,blue
76,29.039,30.0,yellow
77,28.039,27.0,blue
77,28.039,30.0,yellow
78,27.039,27.0,blue
78,27.039,30.0,yellow
79,26.039,27.0,blue
79,26.039,30.0,yellow
80,25.039,27.0,blue
80,25.039,30.0,yellow
81,24.039,27.0,blue
81,24.039,30.0,yellow
82,23.039,27.0,blue
82,23.039,30.0,yellow
83,22.039,27.0,blue
83,22.039,30.0,yellow
84,21.039,27.0,blue
84,21.039,30.0,yellow
85,20.039,27.0,blue
85,20.039,30.0,yellow
86,19.039,27.0,blue
86,19.039,30.0,yellow
87,18.039,27.0,blue
87,18.039,30.0,yellow
88,17.039,27.0,blue
88,17.039,30.0,yellow
89,16.039,27.0,blue
89,16.039,30.0,yellow
90,15.039,27.0,blue
90,15.039,30.0,yellow
91,14.039,27.0,blue
91,14.039,30.0,yellow
92,13.039,27.0,blue
92,13.039,30.0,yellow
93,12.039,27.0,blue
93,12.039,30.0,yellow
94,11.039,27.0,blue
94,11.039,30.0,yellow
95,10.039,27.0,blue
95,10.039,30.0,yellow
96,9.039,27.0,blue
96,9.039,30.0,yellow
97,8.039,27.0,blue
97,8.039,30.0,yellow
98,7.039,27.0,blue
98,7.039,30.0,yellow
99,6.039,27.0,blue
99,6.039,30.0,yellow
100,5.039,27.0,blue
100,5.039,30.0,yellow
101,4.116,26.99,blue
101,3.962,29.986,yellow
102,3.563,26.941,blue
102,3.188,29.918,yellow
103,3.015,26.851,blue
103,2.421,29.792,yellow
104,2.475,26.721,blue
104,1.665,29.61,yellow
105,1.946,26.552,blue
105,0.924,29.372,yellow
106,1.431,26.343,blue
106,0.203,29.081,yellow
107,0.933,26.097,blue
107,-0.494,28.736,yellow
108,0.454,25.815,blue
108,-1.164,28.341,yellow
109,-0.002,25.499,blue
109,-1.803,27.898,yellow
110,-0.433,25.149,blue
110,-2.407,27.409,yellow
111,-0.838,24.768,blue
111,-2.973,26.876,yellow
112,-1.213,24.359,blue
112,-3.498,26.303,yellow
113,-1.557,23.923,blue
113,-3.98,25.692,yellow
114,-1.868,23.462,blue
114,-4.415,25.047,yellow
115,-2.144,22.98,blue
115,-4.801,24.372,yellow
116,-2.383,22.479,blue
116,-5.136,23.671,yellow
117,-2.585,21.962,blue
117,-5.418,22.946,yellow
118,-2.747,21.43,blue
118,-5.646,22.203,yellow
119,-2.87,20.889,blue
119,-5.818,21.444,yellow
120,-2.953,20.34,blue
120,-5.934,20.675,yellow
121,-2.995,19.786,blue
121,-5.992,19.9,yellow
122,-3.0,19.176,blue
122,-6.0,19.176,yellow
123,-3.0,18.176,blue
123,-6.0,18.176,yellow
124,-3.0,17.176,blue
124,-6.0,17.176,yellow
125,-3.0,16.176,blue
125,-6.0,16.176,yellow
126,-3.0,15.176,blue
126,-6.0,15.176,yellow
127,-3.0,14.176,blue
127,-6.0,14.176,yellow
128,-3.0,13.176,blue
128,-6.0,13.176,yellow
129,-3.0,12.176,blue
129,-6.0,12.176,yellow
130,-3.0,11.176,blue
130,-6.0,11.176,yellow
131,-3.0,10.176,blue
131,-6.0,10.176,yellow
132,-3.0,9.176,blue
132,-6.0,9.176,yellow
133,-3.0,8.176,blue
133,-6.0,8.176,yellow
134,-3.0,7.176,blue
134,-6.0,7.176,yellow
135,-3.0,6.176,blue
135,-6.0,6.176,yellow
136,-3.0,5.176,blue
136,-6.0,5.176,yellow
137,-2.992,4.284,blue
137,-5.984,4.069,yellow
138,-2.95,3.954,blue
138,-5.9,3.408,yellow
139,-2.871,3.63,blue
139,-5.742,2.76,yellow
140,-2.757,3.317,blue
140,-5.514,2.134,yellow
141,-2.609,3.019,blue
141,-5.218,1.538,yellow
142,-2.428,2.739,blue
142,-4.857,0.977,yellow
143,-2.218,2.48,blue
143,-4.436,0.46,yellow
144,-1.981,2.247,blue
144,-3.961,-0.007,yellow
145,-1.719,2.041,blue
145,-3.437,-0.418,yellow
146,-1.435,1.866,blue
146,-2.871,-0.769,yellow
147,-1.134,1.723,blue
147,-2.269,-1.055,yellow
148,-0.819,1.614,blue
148,-1.639,-1.272,yellow
149,-0.494,1.541,blue
149,-0.989,-1.418,yellow
150,-0.163,1.504,blue
150,-0.326,-1.491,yellow
